RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL HOLES
115,0,54576,Patrick Fishburn,4.62,1247,270
115,0,35310,Lanto Griffin,4.62,1071,232
115,0,27644,Brian Harman,4.62,1228,266
115,0,60067,Joe Highsmith,4.62,1173,254
115,0,36799,Stephan Jaeger,4.62,1344,291
115,0,30926,Chris Kirk,4.62,1117,242
115,0,63121,William Mouw,4.62,1062,230
115,0,30163,Henrik Norlander,4.62,1267,274
115,0,59160,John Pak,4.62,1137,246
115,0,56781,Isaiah Salinda,4.62,1117,242
115,0,52144,Braden Thornberry,4.62,933,202
127,0,60004,Jacob Bridgeman,4.63,1332,288
127,0,34021,Bud Cauley,4.63,981,212
127,0,58605,Quade Cummins,4.63,1232,266
127,0,57362,Austin Eckroat,4.63,1268,274
127,0,29535,Brice Garnett,4.63,999,216
127,0,33597,Harry Higgs,4.63,1250,270
127,0,36884,Ben Kohles,4.63,1258,272
127,0,57900,Chandler Phillips,4.63,1205,260
127,0,49771,J.T. Poston,4.63,1323,286
127,0,27139,David Skinns,4.63,1121,242
127,0,31323,Gary Woodland,4.63,1038,224
138,0,35450,Patrick Cantlay,4.64,1131,244
138,0,45157,Cam Davis,4.64,901,194
138,0,47988,Nick Hardy,4.64,937,202
138,0,55182,Tom Kim,4.64,1261,272
138,0,47993,Denny McCarthy,4.64,1234,266
138,0,55623,Kaito Onishi,4.64,919,198
138,0,27770,Camilo Villegas,4.64,1062,229
145,0,52370,Mason Andersen,4.65,1042,224
145,0,40026,Daniel Berger,4.65,1117,240
145,0,45522,Christiaan Bezuidenhout,4.65,1275,274
145,0,56630,Akshay Bhatia,4.65,1284,276
145,0,59018,Ryan Gerard,4.65,1366,294
145,0,25900,Lucas Glover,4.65,1041,224
145,0,33399,Adam Hadwin,4.65,1284,276
145,0,23108,Matt Kuchar,4.65,1032,222
145,0,34466,Peter Malnati,4.65,930,200
145,0,63343,Aldrich Potgieter,4.65,828,178
145,0,55893,Sam Stevens,4.65,1506,324
145,0,27064,Jhonattan Vegas,4.65,1032,222
157,0,33653,Thomas Detry,4.66,1147,246
157,0,29725,Tony Finau,4.66,1053,226
157,0,39977,Max Homa,4.66,1109,238
157,0,35506,Mackenzie Hughes,4.66,1286,276
157,0,24024,Zach Johnson,4.66,773,166
157,0,45523,Thriston Lawrence,4.66,810,174
157,0,33199,Matteo Manassero,4.66,801,172
164,0,46443,Brian Campbell,4.68,955,204
164,0,47591,Eric Cole,4.68,1592,340
164,0,59866,Nick Dunlap,4.68,1124,240
164,0,48153,Matthieu Pavon,4.68,1218,260
164,0,37275,Sam Ryder,4.68,1291,276
169,0,32070,Rafael Campos,4.69,1238,264
169,0,39859,Cristobal Del Solar,4.69,1013,216
169,0,33204,Shane Lowry,4.69,1004,214
169,0,64693,Matthew Riedel,4.69,1031,220
169,0,51634,Sahith Theegala,4.69,1162,248
169,0,58619,Kevin Velo,4.69,1022,218
169,0,52513,Carson Young,4.69,1182,252
176,0,33948,Byeong Hun An,4.70,1371,292
176,0,49590,Frankie Capan III,4.70,1038,221
176,0,58933,Will Chandler,4.70,1166,248
179,0,51690,Taylor Dickson,4.73,1021,216
179,0,36824,Paul Peterson,4.73,956,202
